,ID,QUESTION
110,12476874278,"Consider scale-up of fungal fermentation from a 20 L model-type to 20,000 L prototype stirred tank reactor. The model-type and prototype have the same aspect ratio during scale-up. The impeller speed in the model-type is 500 rpm and the scale-up criterion is constant shear. The impeller speed in the prototype reactor will be ________ rpm"
111,12476874279,"How many 4-digit positive integers divisible by 3 can be formed using only the digits {1, 3, 4, 6, 7}, such that no digit appears more than once in a number?"
112,12476874280,"The probability of a boy or a girl being born is 1/2. For a family having only three children, what is the probability of having two girls and one boy?"
113,12476874281,"Person 1 and Person 2 invest in three mutual funds A, B, and C. The amounts they invest in each of these mutual funds are given in the table. 
Mutual fund A Mutual fund B Mutual fund C 
Person 1 ₹10,000 ₹20,000 ₹20,000 
Person 2 ₹20,000 ₹15,000 ₹15,000 
At the end of one year, the total amount that Person 1 gets is ₹500 more than Person 2. 
The annual rate of return for the mutual funds B and C is 15% each. What is the annual rate of return for the mutual fund A?"
114,12476874282,"Ten cards in a pack are numbered as 1, 2, 3, . . .10. The probability of drawing a card with an even number or a number which is a multiple of 5 from the pack is _______."
115,12476874283,"As per the United Nations Environmental Program (UNEP) guidelines 2004, the maximum size of microplastics is _______ mm."
116,12476874284,𝑓(𝑥) = 𝑥 ^3 − 4.5𝑥 ^2 − 12𝑥 has a local maximum at x = _______ (an integer value) in the range x = – 2 to + 2.
117,12476874285,Consider the equation 𝑑𝑦/𝑑𝑥− 𝑥^2 + 𝑒^𝑥 = 0; with y =1 at x = 0. The value of y at x = 1 is _______ (rounded off to 2 decimal places).Take the value of e (base of natural logarithm) as 2.7.
118,12476874286,"A Class-A pan was setup adjacent to a lake for measuring evaporation losses in the lake. The depth of water in the pan at the beginning of a certain week was 250 mm. In that week, there was a rainfall event with 10 mm depth. Water depth in the pan at the end of the week was 240 mm. The pan coefficient is 0.8. The estimated lake evaporation during the week was _______ mm (an integer value)."
119,12476874287,"A municipal solid waste digester generates 1000 kg of methane gas. The volume of the tank needed to store this gas at 30 °C and 3 atmospheric pressure is _______ liters (an integer value). Use R=0.082 L-atm/mole-K, Atomic weights of C=12, and H=1"
120,12476874288,Consider second order kinetics (𝑟𝑐 = −𝑘𝐶2 ) under steady state condition. The ratio of volume of a complete mixed reactor (CMR) to that of a plug flow reactor (PFR) to achieve 90% reduction in the concentration is _______. Inlet concentrations in both the reactors are same.
121,12476874289,"Consider a memory management system that uses a page size of 2 KB. Assume that both the physical and virtual addresses start from 0. Assume that the pages 0, 1, 2, and 3 are stored in the page frames 1, 3, 2, and 0, respectively. The physical address (in decimal format) corresponding to the virtual address 2500 (in decimal format) is _________"
122,12476874290,"A bag contains 10 red balls and 15 blue balls. Two balls are drawn randomly without replacement. Given that the first ball drawn is red, the probability (rounded off to 3 decimal places) that both balls drawn are red is _________"
123,12476874291,"Consider sending an IP datagram of size 1420 bytes (including 20 bytes of IP header) from a sender to a receiver over a path of two links with a router between them. The first link (sender to router) has an MTU (Maximum Transmission Unit) size of 542 bytes, while the second link (router to receiver) has an MTU size of 360 bytes. The number of fragments that would be delivered at the receiver is _______"
131,12476874299,"Consider scale-up of fungal fermentation from a 20 L model-type to 20,000 L prototype stirred tank reactor. The model-type and prototype have the same aspect ratio during scale-up. The impeller speed in the model-type is 500 rpm and the scale-up criterion is constant shear. The impeller speed in the prototype reactor will be ________ rpm"
133,12476874301,"A, P, R, X, S and Z are sitting in a row. S and Z are in the centre. A and P are at the ends. R is sitting to the left of A. Who is to the right of P ?
1. A
2. X
3. S
4. Z"
134,12476874302,"A, B, C, D and E are sitting on a bench. A is sitting next to B, C is sitting next to D, D is not sitting with E who is on the left end of the bench. C is on the second position from the right. A is to the right of B and E. A and C are sitting together. In which position A is sitting ?
1. Between B and D
2. Between B and C
3. Between E and D
4. Between C and E"
135,12476874303,"If A + B means A is the mother of B; A - B means A is the brother B; A % B means A is the father of B and A x B means A is the sister of B, which of the following shows that P is the maternal uncle of Q?
1. Q - N + M x P
2. P + S x N - Q
3. P - M + N x Q
4. Q - S % P"
136,12476874304,"If A + B means A is the brother of B; A - B means A is the sister of B and A x B means A is the father of B. Which of the following means that C is the son of M?
1. M - N x C + F
2. F - C + N x M
3. N + M - F x C
4. M x N - C + F"
137,12476874305,"
If A + B means A is the father of B; A - B means A is the brother B; A % B means A is the wife of B and A x B means A is the mother of B, which of the following shows that M is the maternal grandmother of T?
1. M x N % S + T
2. M x N - S % T
3. M x S - N % T
4. M x N x S % T"
138,12476874306,"If A + B means A is the sister of B; A x B means A is the wife of B, A % B means A is the father of B and A - B means A is the brother of B. Which of the following means T is the daughter of P?
1. P x Q % R + S - T
2. P x Q % R - T + S
3. P x Q % R + T - S
4. P x Q % R + S + T"
139,12476874307,"A3P means A is the mother of P
A4P means A is the brother of P
A9P means A is the husband of P
A5P means A is the daughter of P
Which of the following means that K is the mother-in-law of M?
1. M9N3K4J
2. M9N5K3J
3. K5J9M3N
4. K3J9N4M"
140,12476874308,"120, 99, 80, 63, 48, ?"
141,12476874309,"
589654237, 89654237, 8965423, 965423, ?"
142,12476874310,"In the series 2, 6, 18, 54, ...... what will be the 8th term ?"
143,12476874311,"125,80,45,20,?"
144,12476874312,"
1, 1, 4, 8, 9, 27, 16, ?"
145,12476874313,"1, 2, 3, 6, 9, 18, ?, 54"
146,12476874314,"6, 13, 25, 51, 101, ?"
147,12476874315,"5, 6, 9, 15, ?, 40"
148,12476874316,"
1, 3, 4, 8, 15, 27, ?"
149,12476874317,"Which term of the series 5, 10, 20, 40, ..... is 1280?"
150,12476874318,"9, 27, 31, 155, 161, 1127, ?"
152,12476874320,"There are 8 houses in a line and in each house only one boy lives with the conditions as given below:

Jack is not the neighbour Siman.
Harry is just next to the left of Larry.
There is at least one to the left of Larry.
Paul lives in one of the two houses in the middle.
Mike lives in between Paul and Larry.
If at least one lives to the right of Robert and Harry is not between Taud and Larry, then which one of the following statement is not correct ?

1. Robert is not at the left end.
2. Robert is in between Simon and Taud.
3. Taud is in between Paul and Jack.
4. There are three persons to the right of Paul."
153,12476874321,"A, B, C, D and E are sitting on a bench. A is sitting next to B, C is sitting next to D, D is not sitting with E who is on the left end of the bench. C is on the second position from the right. A is to the right of B and E. A and C are sitting together. In which position A is sitting ?
1. Between B and D
2. Between B and C
3. Between E and D
4. Between C and E"
154,12476874322,"Each of these questions are based on the information given below:
A ,B, C, D and E are five men sitting in a line facing to south - while M, N, O, P and Q are five ladies sitting in a second line parallel to the first line and are facing to North.
B who is just next to the left of D, is opposite to Q.
C and N are diagonally opposite to each other.
E is opposite to O who is just next right of M.
P who is just to the left of Q, is opposite to D.
M is at one end of the line.

If B shifts to the place of E, E shifts to the place of Q, and Q shifts to the place of B, then who will be the second to the left of the person opposite to O ?
1. Q
2. P
3. E
4. D
"
155,12476874323,"Each of these questions are based on the information given below:
A ,B, C, D and E are five men sitting in a line facing to south - while M, N, O, P and Q are five ladies sitting in a second line parallel to the first line and are facing to North.
B who is just next to the left of D, is opposite to Q.
C and N are diagonally opposite to each other.
E is opposite to O who is just next right of M.
P who is just to the left of Q, is opposite to D.
M is at one end of the line.


If O and P, A and E and B and Q interchange their positions, then who will be the second person to the right of the person who is opposite to the person second of the right of P ?
1. D
2. A
3. E
4. O
"
156,12476874324,"Each of these questions are based on the information given below:
A ,B, C, D and E are five men sitting in a line facing to south - while M, N, O, P and Q are five ladies sitting in a second line parallel to the first line and are facing to North.
B who is just next to the left of D, is opposite to Q.
C and N are diagonally opposite to each other.
E is opposite to O who is just next right of M.
P who is just to the left of Q, is opposite to D.
M is at one end of the line.
In the original arrangement who is sitting just opposite to N ?
1. B
2. C
3. A
4. D"
157,12476874325,"A, B, C, D, E, F and G are sitting in a row facing North :
F is to the immediate right of E.
E is 4th to the right of G.
C is the neighbour of B and D.
Person who is third to the left of D is at one of ends.
Who are to the left of C ?
1. Only B
2. G, B and D
3. G and B
4. D, E, F and A"
158,12476874326,"Each of these questions are based on the information given below :
8 persons E, F, G, H, I, J, K and L are seated around a square table - two on each side.
There are 3 ladies who are not seated next to each other.
J is between L and F.
G is between I and F.
H, a lady member is second to the left of J.
F, a male member is seated opposite to E, a lady member.
There is a lady member between F and I.
How many persons are seated between K and F ?
"
159,12476874327,"Each of these questions are based on the information given below :
8 persons E, F, G, H, I, J, K and L are seated around a square table - two on each side.
There are 3 ladies who are not seated next to each other.
J is between L and F.
G is between I and F.
H, a lady member is second to the left of J.
F, a male member is seated opposite to E, a lady member.
There is a lady member between F and I.
Who among the following are three lady members ?
1. E, H and J
2. E, F and G
3. E, H and G
4. C, H and J"
160,12476874328,"Each of these questions are based on the information given below :
8 persons E, F, G, H, I, J, K and L are seated around a square table - two on each side.
There are 3 ladies who are not seated next to each other.
J is between L and F.
G is between I and F.
H, a lady member is second to the left of J.
F, a male member is seated opposite to E, a lady member.
There is a lady member between F and I.
What is true about J and K ?
1. J is male, K is female
2. J is female, K is male
3. Both are female
4. Both are male"
161,12476874329,"Each of these questions are based on the information given below :
8 persons E, F, G, H, I, J, K and L are seated around a square table - two on each side.
There are 3 ladies who are not seated next to each other.
J is between L and F.
G is between I and F.
H, a lady member is second to the left of J.
F, a male member is seated opposite to E, a lady member.
There is a lady member between F and I.
Who among the following is seated between E and H ?
1. F
2. I
3. K
4. Cannot be determined
"
162,12476874330,"In a class there are seven students (including boys and girls) A, B, C, D, E, F and G. They sit on three benches I, II and III. Such that at least two students on each bench and at least one girl on each bench. C who is a girl student, does not sit with A, E and D. F the boy student sits with only B. A sits on the bench I with his best friends. G sits on the bench III. E is the brother of C.
How many girls are there out of these 7 students ?
1. 3
2. 3 or 4
3. 4
4. Data inadequate"
163,12476874331,"An ideal gas is in thermodynamic equilibrium. The number of degrees of freedom of a molecule of the gas is n. The internal energy of one mole of the gas is Un and the speed of sound in the gas is v n . At a fixed temperature and pressure, which of the following is the correct option? 
(1) v 3 < v 6 and U3 > U6 
(2) v 5 > v 3 and U3 > U5 
(3) v 5 > v 7 and U5 < U7 
(4) v 6 < v 7 and U6 < U7"
164,12476874332,"In a radioactive decay process, the activity is defined as A = − dN / dt , where N(t) is the number of radioactive nuclei at time ( t ). 
Two radioactive sources, S1 and S2 have same activity at time t = 0. 
At a later time, the activities of S1 and S2 are A1 and A2 , respectively. 
When S1 and S2 have just completed their 3rd and 7th half-lives, respectively, the ratio A1/A2 is __________."
165,12476874333,"Consider the following statements related to colloids.
(I) Lyophobic colloids are not formed by simple mixing of dispersed phase and dispersion medium.
(II) For emulsions, both the dispersed phase and the dispersion medium are liquid.
(III) Micelles are produced by dissolving a surfactant in any solvent at any temperature.
(IV) Tyndall effect can be observed from a colloidal solution with dispersed phase having the same refractive 
index as that of the dispersion medium.
The option with the correct set of statements is
(1) (I) and (II) 
(2) (II) and (III)
(3) (III) and (IV) 
(4) (II) and (IV)"
166,12476874334,"The complex(es), which can exhibit the type of isomerism shown by [Pt(NH3)2Br2], is(are) [en = H2NCH2CH2NH2]
(1) [Pt(en)(SCN)2] 
(2) [Zn(NH3)2Cl2]
(3) [Pt(NH3)2Cl4] 
(4) [Cr(en)2(H2O)(SO4)]+"
167,12476874335,"H2S (5 moles) reacts completely with acidified aqueous potassium permanganate solution. In this reaction, the 
number of moles of water produced is x, and the number of moles of electrons involved is y. The value of 
(x + y) is ____.
"
168,12476874336,"Among [I3]+, [SiO4]4–, SO2Cl2, XeF2, SF4, CIF3, Ni(CO)4, XeO2F2, [PtCl4]2–, XeF4, and SOCl2, the total number of 
species having sp3  hybridised central atom is _____."
169,12476874337,"Consider the following molecules : Br3O8, F2O, H2S4O6, H2S5O6, and C3O2. Count the number of atoms existing 
in their zero oxidation state in each molecule. Their sum is _______."
170,12476874338,"For He+, a transition takes place from the orbit of radius 105.8 pm to the orbit of radius 26.45 pm. The wavelength 
(in nm) of the emitted photon during the transition is ______,
[Use:
Bohr radius, a = 52.9 pm
Rydberg constant, RH = 2.2 × 10–18 J
Planck's constant, h = 6.6 × 10–34 Js 
Speed of light, c = 3 × 108 ms–1
]
"
171,12476874339,"50 mL of 0.2 molal urea solution (density = 1.012 g mL–1 at 300 K) is mixed with 250 mL of a solution containing 
0.06 g of urea. Both the solutions were prepared in the same solvent. The osmotic pressure (in torr) of the 
resulting at 300 K is ____. 
[Use : Molar mass of urea = 60 g mol–1; gas constant, R = 62 L torr K–1 mol–1; Assume, delta mix H = 0, delta mix V = 0]"
172,12476874340,"The reaction of 4-methyloct-1-ene (P, 2.52 g) with HBr in the presence of (C6H5CO)2O2 gives two isomeric 
bromides in a 9 : 1 ratio, with a combined yield of 50%. Of these, the entire amount of the primary alkyl bromide 
was reacted with an appropriate amount of diethylamine followed by treatment with aq. K2CO3 to give a non_x0002_ionic product S in 100% yield.
The mass (in mg) of S obtained is _______.
[Use molar mass (in g mol–1): H = 1, C = 12, N = 14, Br = 80]"
173,12476874341,"Consider an experiment of tossing a coin repeatedly until the outcomes of two consecutive tosses are same. If 
the probability of a random toss resulting in head is 1/3, then the probability that the experiment stops with head 
is"
174,12476874342,"Let X be the set of all five digit numbers formed using 1,2,2,2,4,4,0. For example, 22240 is in X while 02244 and 
44422 are not in X. Suppose that each element of X has an equal chance of being chosen. Let p be the 
conditional probability that an element chosen at random is a multiple of 20 given that it is a multiple of 5. Then 
the value of 38p is equal to"
175,12476874343,"Let A1, A2, A3,…, A8 be the vertices of a regular octagon that lie on a circle of radius 2. Let P be a point on the 
circle and let PAi denote the distance between the points P and Ai for i = 1, 2, …, 8. If P varies over the circle, 
then the maximum value of the product PA1 x PA2 x … x PA8, is"
176,12476874344,"Consider an obtuse angled triangle ABC in which the difference between the largest and the smallest
angle is pi/2 and whose sides are in arithmetic progression. Suppose that the vertices of this triangle lie
on a circle of radius 1.
 Let a be the area of the triangle ABC. Then the value of (64a)^2 is"
177,12476874345,"Consider an obtuse angled triangle ABC in which the difference between the largest and the smallest
angle is pi/2 and whose sides are in arithmetic progression. Suppose that the vertices of this triangle lie
on a circle of radius 1.Then the inradius of the triangle ABC is"
178,12476874346,"Let pi be the probability that a randomly chosen point has i many friends, i = 0,1, 2, 3, 4. Let X be a random 
variable such that for i = 0,1, 2, 3, 4, the probability P (X = i) = pi. Then the value of 7E(X) is"
179,12476874347,"A Hydrogen-like atom has atomic number Z. Photons emitted in the electronic transitions from level n = 4 to level n = 3 in these atoms are used to perform photoelectric effect experiment on a target metal. The maximum kinetic energy of the photoelectrons generated is 1.95 eV. If the photoelectric threshold wavelength for the target metal is 310 nm, the value of Z is __________. [Given hc = 1240 eV-nm and Rhc = 13.6 eV, where R is the Rydberg constant, h is the Planck’s constant and c is the speed of light in vacuum]"
180,12476874348,"In an experiment for determination of the focal length of a thin convex lens, the distance of the object from the 
lens is 10 ± 0.1 cm and the distance of its real image from the lens is 20 ± 0.2 cm. The error in the determination 
of focal length of the lens is n%. The value of n is _______"
181,12476874349,"A closed container contains a homogeneous mixture of two moles of an ideal monatomic gas (γ = 5/3) and one mole of an ideal diatomic gas (γ = 7/5). Here, γ is the ratio of the specific heats at constant pressure and constant volume of an ideal gas. The gas mixture does a work of 66 Joule when heated at constant pressure. The change in its internal energy is ________ Joule"
182,12476874350,"A person of height 1.6 m is walking away from a lamp post of height 4 m along a straight path on the flat ground. 
The lamp post and the person are always perpendicular to the ground. If the speed of the person is 60 cm s−1, 
the speed of the tip of the person’s shadow on the ground with respect to the person is _______ cm s−1."
183,12476874351,"Let P be a point on the parabola y^2 = 4ax, where a > 0. The normal to the parabola at P meets the x-axis at a 
point Q. The area of the triangle PFQ, where F is the focus of the parabola, is 120. If the slope m of the normal 
and a are both positive integers, then the pair (a, m) is
(1) (2, 3) 
(2) (1, 3)
(3) (2, 4) 
(4) (3, 4)"
191,12476874359,The number of non-isomorphic finite groups with exactly 3 conjugacy classes is equal to (answer in integer)
192,12476874360,"Let f(x,y) = (x^2 − y^2,2xy), where x > 0,y > 0. Let g be the inverse of f in a neighborhood of f(2,1). Then the determinant of the Jacobian matrix of g at f(2,1) is equal to (round off to TWO decimal places)"
193,12476874361,Let F3 be the field with exactly 3 elements. The number of elements in GL2(F3) is equal to (answer in integer)
194,12476874362,"Given a real subspace W of R4, let W⊥ denote its orthogonal complement with respect to the standard inner product on R4. Let W1 = Span{(1,0,0,−1)} and W2 = Span{(2,1,0,−1)} be real subspaces of R4. The dimension of W⊥ 1 ∩ W⊥ 2 over R is equal to (answer in integer)"
195,12476874363,The number of group homomorphisms from Z/4Z to S4 is equal to (answer in integer)
196,12476874364,"Let a ∈ R and h be a positive real number. For any twice-differentiable function f : R → R, let Pf(x) be the interpolating polynomial of degree at most two that interpolates f at the points a − h,a,a + h. Define d to be the largest integer such that any polynomial g of degree d satisfies g′′(a) = P′′ g(a). The value of d is equal to (answer in integer)"
197,12476874365,"Let Pf(x) be the interpolating polynomial of degree at most two that interpolates the function f(x) = x^2 * |x| at the points x = −1,0,1. Then sup x∈[−1,1]  |f(x) − Pf(x)| = (round off to TWO decimal places)"
198,12476874366,"The maximum of the function f(x,y,z) = xyz subject to the constraints xy +yz +zx =12, x>0,y >0,z >0, is equal to (round off to TWO decimal places)"
199,12476874367,"If the outward flux of F(x,y,z) = x^3,y^3,z^3 through the unit sphere x^2+y^2+z^2 = 1 is απ, then α is equal to (round off to TWO decimal places)"
200,12476874368,"A student was supposed to multiply a positive real number 𝑝 with another positive real number 𝑞. Instead, the student divided 𝑝 by 𝑞. If the percentage error in the student’s answer is 80%, the value of 𝑞 is "
201,12476874369,"If the sum of the first 20 consecutive positive odd numbers is divided by 20^2, the result is "
202,12476874370,"The ratio of the number of girls to boys in class VIII is the same as the ratio of the number of boys to girls in class IX. The total number of students (boys and girls) in classes VIII and IX is 450 and 360, respectively. If the number of girls in classes VIII and IX is the same, then the number of girls in each class is "
203,12476874371,Visualize a cube that is held with one of the four body diagonals aligned to the vertical axis. Rotate the cube about this axis such that its view remains unchanged. The magnitude of the minimum angle of rotation is (in degrees)
204,12476874372,"Consider the following Linear Programming Problem P minimize 5x + 2y subject to 2x + y ≤ 2, x + y ≥ 1, x, y ≥ 0. The optimal value of the problem P is equal to"
205,12476874373,Let H={z ∈ C : Im(z) > 0} and D = { z ∈ C : |z|<1}. Then sup { |f′(0)| : f is an analytic function from D to H and f(0)= i / 2 } is equal to
206,12476874374,"Let ⟨·,·⟩ denote the standard inner product on R^7. Let Σ = {v1,...,v5} ⊆ R^7 be a set of unit vectors such that ⟨vi,vj⟩ is a non-positive integer for all 1 ≤ i= j ≤ 5. Define N(Σ) to be the number of pairs (r,s), 1 ≤ r,s ≤ 5, such that⟨vr,vs⟩ ≠ 0. The maximum possible value of N(Σ) is equal to"
207,12476874375,"The maximum value of f(x,y,z) = 10x + 6y − 8z subject to the constraints 5x − 2y + 6z ≤ 20, 10x + 4y − 6z ≤ 30, x, y, z ≥ 0, is equal to. (round off to TWO decimal places)"
208,12476874376,Let K ⊆ C be the field extension of Q obtained by adjoining all the roots of the polynomial equation (X^2 −2)(X^2 −3) = 0. The number of distinct fields F such that Q ⊆ F ⊆ K is equal to. (answer in integer)
209,12476874377,"Let H be the subset of S3 consisting of all σ ∈ S3 such that Trace(A1A2A3) = Trace(Aσ(1)Aσ(2)Aσ(3)), for all A1,A2,A3 ∈ M2(C). The number of elements in H is equal to (answer in integer)"
210,12476874378,"Let r : [0,1] → R^2 be a continuously differentiable path from (0,2) to (3,0) and let F: R^2 →R^2 be defined by F(x,y) = (1−2y,1−2x). The line integral of F along r  ∫ F·dr is equal to (round off to TWO decimal places)"
211,12476874379,"The boundary value problem x^2 * y′′ − 2xy′ + 2y = 0, 1 ≤ x ≤ 2, y(1) − y′(1) = 1, y(2) − k * y′(2) = 4, has infinitely many distinct solutions when k is equal to (round off to TWO )"
212,12476874380,"The global maximum of f(x,y) = (x^2 + y^2)e^(2−x−y) on {(x,y) ∈ R^2 : x ≥ 0,y ≥ 0} is equal to (round off to TWO decimal places)"
213,12476874381,"The decimal number system uses the characters 0, 1, 2, …, 8, 9, and the octal number system uses the characters 0, 1, 2, …, 6, 7. For example, the decimal number 12 ( = 1 × 101 + 2 × 100 ) is expressed as 14 ( = 1 × 8 1 + 4 × 8 0 ) in the octal number system. The decimal number 108 in the octal number system is (A) 168 (B) 108 (C) 150 (D) 154"
214,12476874382,"A shopkeeper buys shirts from a producer and sells them at 20% profit. A customer has to pay ₹3,186.00 including 18% taxes, per shirt. At what price did the shopkeeper buy each shirt from the producer? (A) ₹2,500.00 (B) ₹1,975.40 (C) ₹2,250.00 (D) ₹2,548.80"
215,12476874383,"A surveyor has to measure the horizontal distance from her position to a distant reference point C. Using her position as the center, a 200 m horizontal line segment is drawn with the two endpoints A and B. Points A, B, and C are not collinear. Each of the angles ∠CAB and ∠CBA are measured as 87.8°. The distance (in m) of the reference point C from her position is nearest to"
216,12476874384,"A three phase, 50 Hz, 6 pole induction motor runs at 960 rpm. The stator copper loss, core loss, and the rotational loss of the motor can be neglected. The percentage efficiency of the motor is"
217,12476874385,Consider the complex function 𝑓(𝑧) = cos 𝑧 + 𝑒 𝑧 2 . The coefficient of 𝑧 5 in the Taylor series expansion of 𝑓(𝑧) about the origin is ______ (rounded off to 1 decimal place).
218,12476874386,The sum of the eigenvalues of the matrix A= [ 1 2 3 4 ] 2 is ______ (rounded off to the nearest integer)
219,12476874387,"Let X ( )  be the Fourier transform of the signal 𝑥(𝑡) = 𝑒 −𝑡 4 cos 𝑡, − ∞ < 𝑡 < ∞. The value of the derivative of X ( )  at  = 0 is _______ (rounded off to 1 decimal place)"
220,12476874388,"The incremental cost curves of two generators (Gen A and Gen B) in a plant supplying a common load are shown in the figure. If the incremental cost of supplying the common load is Rs. 7400 per MWh, then the common load in MW is _______ (rounded off to the nearest integer)."
221,12476874389,"A forced commutated thyristorized step-down chopper is shown in the figure. Neglect the ON-state drop across the power devices. Assume that the capacitor is initially charged to 50 V with the polarity shown in the figure. The load current (𝐼𝐿 ) can be assumed to be constant at 10 A. Initially, ThM is ON and ThA is OFF. The turn-off time available to ThM in microseconds, when ThA is triggered, is_________ (rounded off to the nearest integer)."
222,12476874390,Two passive two-port networks P and Q are connected as shown in the figure. The impedance matrix of network P is 𝑍𝐏 = [ 40 Ω 60 Ω 80 Ω 100 Ω ]. The admittance matrix of network Q is 𝑌𝐐 = [ 5 S −2.5 S −2.5 S 1 S ]. Let the ABCD matrix of the two-port network R in the figure be [ 𝛼 𝛽 𝛾 𝛿 ]. The value of 𝛽 in Ω is _____________ (rounded off to 2 decimal places).
225,12476874393,"In the (𝑥, 𝑦, 𝑧) coordinate system, three point-charges 𝑄, 𝑄, and 𝛼𝑄 are located in free space at (−1, 0, 0), (1, 0, 0), and (0, −1, 0), respectively. The value of 𝛼 for the electric field to be zero at (0, 0.5, 0) is ______________ (rounded off to 1 decimal place)."
226,12476874394,"The given equation represents a magnetic field strength 𝐻̅(𝑟, 𝜃,𝜙) in the spherical coordinate system, in free space. Here, 𝑟̂and 𝜃̂ represent the unit vectors along 𝑟 and 𝜃, respectively. The value of 𝑃 in the equation should be ____________ (rounded off to the nearest integer)."
227,12476874395,"If the energy of a continuous-time signal 𝑥(𝑡) is 𝐸 and the energy of the signal 2𝑥(2𝑡 − 1) is 𝑐𝐸, then 𝑐 is _____ (rounded off to 1 decimal place)."
228,12476874396,"A 3-phase star connected slip ring induction motor has the following parameters referred to the stator: 𝑅𝑠 = 3 Ω, 𝑋𝑠 = 2 Ω, 𝑋𝑟 ′ = 2 Ω, 𝑅𝑟 ′ = 2.5 Ω The per phase stator to rotor effective turns ratio is 3:1. The rotor winding is also star connected. The magnetizing reactance and core loss of the motor can be neglected. To have maximum torque at starting, the value of the extra resistance in ohms (referred to the rotor side) to be connected in series with each phase of the rotor winding is _________ (rounded off to 2 decimal places)."
229,12476874397,"A 5 kW, 220 V DC shunt motor has 0.5 Ω armature resistance including brushes. The motor draws a no-load current of 3 A. The field current is constant at 1 A. Assuming that the core and rotational losses are constant and independent of the load, the current (in amperes) drawn by the motor while delivering the rated load, for the best possible efficiency, is ________ (rounded off to 2 decimal places)."
230,12476874398,A single-phase half-controlled bridge converter supplies an inductive load with ripple free load current. The triggering angle of the converter is 60°. The ratio of the rms value of the fundamental component of the input current to the rms value of the total input current of the bridge is _________ (rounded off to 3 decimal places).
231,12476874399,"A single-phase full bridge voltage source inverter (VSI) feeds a purely inductive load. The inverter output voltage is a square wave in 180° conduction mode. The fundamental frequency of the output voltage is 50 Hz. If the DC input voltage of the inverter is 100 V and the value of the load inductance is 20 mH, the peak-topeak load current in amperes is _________ (rounded off to the nearest integer)."
232,12476874400,"A single-phase full-controlled thyristor converter bridge is used for regenerative braking of a separately excited DC motor with the following specifications: Rated armature voltage 210 V Rated armature current 10 A Rated speed 1200 rpm Armature resistance 1 Ω Input to the converter bridge 240 V at 50 Hz The armature of the DC motor is fed from the full-controlled bridge and the field current is kept constant. Assume that the motor is running at 600 rpm and the armature terminals of the motor are suitably reversed for regenerative braking. If the armature current of the motor is to be maintained at the rated value, the triggering angle of the converter bridge in degrees should be ____________ (rounded off to 2 decimal places)."
233,12476874401,"In a locality, the houses are numbered in the following way: The house-numbers on one side of a road are consecutive odd integers starting from 301, while the house-numbers on the other side of the road are consecutive even numbers starting from 302. The total number of houses is the same on both sides of the road. If the difference of the sum of the house-numbers between the two sides of the road is 27, then the number of houses on each side of the road is"
234,12476874402,"Which one of the given options is a possible value of x in the following sequence? 3, 7, 15, x, 63, 127, 255"
235,12476874403,"On a given day, how many times will the second-hand and the minute-hand of a clock cross each other during the clock time 12:05:00 hours to 12:55:00 hours?"
236,12476874404,Three distinct sets of indistinguishable twins are to be seated at a circular table that has 8 identical chairs. Unique seating arrangements are defined by the relative positions of the people. How many unique seating arrangements are possible such that each person is sitting next to their twin?
237,12476874405,"During a half-moon phase, the Earth-Moon-Sun form a right triangle. If the Moon-Earth-Sun angle at this half-moon phase is measured to be 89.85°, the ratio of the Earth-Sun and Earth-Moon distances is closest to"
238,12476874406,"Consider a vapour-liquid mixture of components 𝐴 and 𝐵 that obeys Raoult’s law. The vapour pressure of 𝐴 is half that of 𝐵. The vapour phase concentrations of 𝐴 and 𝐵 are 3 mol m−3 and 6 mol m−3 , respectively. At equilibrium, the ratio of the liquid phase concentration of 𝐴 to that of 𝐵 is"
239,12476874407,The ratio of the activation energy of a chemical reaction to the universal gas constant is 1000 K. The temperature-dependence of the reaction rate constant follows the collision theory. The ratio of the rate constant at 600 K to that at 400 K is
240,12476874408,"The rate of a reaction 𝐴 → 𝐵 is 0.2 mol m−3 s −1 at a particular concentration 𝐶𝐴1. The rate constant of the reaction at a given temperature is 0.1 m3 mol−1 s −1 . If the reactant concentration is increased to 10 𝐶𝐴1 at the same temperature, the reaction rate, in mol m−3 s −1 , is"
241,12476874409,"Consider a matrix A = [ −5 𝑎 −2 −2 ], where 𝑎 is a constant. If the eigenvalues of A are −1 and −6, then the value of 𝑎, rounded off to the nearest integer, is ____________"
242,12476874410,"Consider the reaction 𝑁2 (𝑔) + 3𝐻2 (𝑔) ⇌ 2𝑁𝐻3 (𝑔) in a continuous flow reactor under steady-state conditions. The component flow rates at the reactor inlet are 𝐹𝑁2 0 = 100 mol s −1 , 𝐹𝐻2 0 = 300 mol s −1 , 𝐹inert 0 = 1 mol s −1 . If the fractional conversion of 𝐻2 is 0.60, the outlet flow rate of 𝑁2, in mol s −1 , rounded off to the nearest integer, is _________"
